ticker,revenue_n,revenue_aci_weighted,revenue_aci_unweighted,op_profit_n,op_profit_aci_weighted,op_profit_aci_unweighted,net_profit_n,net_profit_aci_weighted,net_profit_aci_unweighted,aci_weighted,aci_unweighted
1605,13,6.263854945022416,1.7372807835651531,13,5.787984008366577,1.605297932594714,13,5.834609081093108,1.6182294010899254,5.962149344827367,1.6536027057499307
160A,0,,,0,,,0,,,,
165A,0,,,0,,,0,,,,
1662,14,6.651837203114534,1.777778271903658,14,4.7423016785283485,1.267433436126861,14,5.112165519911529,1.36628370571343,5.502101467184803,1.470498471247983
1663,13,6.210455402665251,1.7224704152532246,13,5.441221087232878,1.5091232023964662,13,5.178581959490858,1.4362802145490052,5.610086149796328,1.555957944066232
166A,0,,,0,,,0,,,,
167A,0,,,0,,,0,,,,
168A,0,,,0,,,0,,,,
1711,14,5.465058848989619,1.46059841510545,14,-0.29327466945856706,-0.0783809523809524,14,-1.0634021620168825,-0.2842061824729892,1.3694606725047231,0.36600376008383617
1712,14,6.004759101287902,1.604839374795138,14,5.884021398725649,1.5725708664626974,14,5.657378474509891,1.5119979970661306,5.84871965817448,1.5631360794413218
1716,11,5.041922615832008,1.520196867156544,11,3.2720926350147255,0.9865730499662875,11,4.523176353867308,1.3637889842168784,4.279063868238014,1.29018630044657
1717,14,7.287293423179151,1.9476110904591024,14,5.981894023263977,1.5987284256460395,14,5.979550416968116,1.5981020705168536,6.416245954470415,1.714813862207332
1718,13,5.057235438176802,1.4026247449569273,13,5.920231131293371,1.6419766851135715,13,5.9338993871884185,1.6457675772270914,5.637121985552864,1.5634563357658635
1719,14,7.087509874828791,1.894216691213314,14,6.588849306802924,1.760944048509966,14,7.211085551412242,1.9272436800071755,6.962481577681319,1.8608014732434854
1720,14,6.2573614931748045,1.6723502037608806,14,4.532805520212778,1.2114432326795601,14,3.6146341971791074,0.9660516245972074,4.80160040352223,1.2832816870125494
1721,14,6.338883499518776,1.6941378764195627,14,6.624686595763233,1.7705219668642727,14,6.512510306010127,1.7405415923517296,6.492026800430712,1.735067145211855
1723,14,7.345874182587256,1.9632674569706854,14,7.083717003268568,1.8932030036497145,14,6.647482705643469,1.7766144835016366,7.025691297166431,1.8776949813740123
1724,13,5.151813330070898,1.4288559325530392,13,4.552985802377252,1.2627710589946721,13,5.454315412306147,1.5127549147402557,5.053038181584767,1.4014606354293224
1726,14,5.178538880509785,1.3840227324968208,14,6.618474821267654,1.7688618002981042,14,6.585291717850183,1.7599932428682425,6.127435139875874,1.6376259252210559
1736,14,4.9313764557446556,1.3179657959000064,14,6.248524959777415,1.6699885408708934,14,5.9187314965587525,1.5818475303164745,5.699544304026941,1.5232672890291248
173A,0,,,0,,,0,,,,
1743,12,5.008379019463929,1.4457944875455866,12,3.510595833826324,1.0134217248378035,12,3.842204163887775,1.109148804151054,4.120393005726009,1.1894550055114814
1757,10,4.475975067558996,1.4154275963612464,10,3.5116233604841267,1.1104728103784365,10,1.4591208458888973,0.4614145254440449,3.148906424644007,0.9957716440612425
1758,14,6.462585003609422,1.7271984940292637,14,6.0459432422923625,1.6158462994670866,14,5.087876216109088,1.3597921162140012,5.865468154003625,1.5676123032367837
175A,0,,,0,,,0,,,,
1762,14,6.1752549286721425,1.6504063013627366,14,5.794009292681252,1.548514119214119,14,5.987153358057277,1.60013404199453,5.985472526470224,1.5996848208571286
1764,11,5.822530634819464,1.7555590405496362,11,4.9765467816434406,1.500485311487456,11,4.871235556413173,1.4687327823691463,5.223437657625358,1.5749257114687463
1766,11,5.046395720762794,1.5215455590386626,11,5.073304962137417,1.5296590005870927,11,5.797442619040447,1.7479947191793166,5.30571443398022,1.599733092935024
1768,6,4.823803760434252,1.9693096387304374,6,3.470383900355983,1.4167782945736433,6,3.5706880023207495,1.4577272727272723,3.9549585543703287,1.6146050686771176
176A,0,,,0,,,0,,,,
1770,14,6.222920986268304,1.6631455911129558,14,5.884916028315267,1.5728099662778703,14,5.778760899420487,1.5444388146940777,5.962199304668019,1.593464790694968
1776,14,6.551040161197641,1.7508391292998504,14,6.060317391267143,1.6196879523735206,14,6.024910722718056,1.61022512216511,6.212089425060948,1.660250734612827
177A,0,,,0,,,0,,,,
1780,14,6.334799319509612,1.6930463333981198,14,5.599087318784828,1.4964190303945395,14,6.021059190333202,1.609195756836668,5.98498194287588,1.5995537068764423
1786,12,5.616657722670022,1.6213894240647637,12,5.412671575726925,1.562503695640488,12,5.6695106748420505,1.6366467571467573,5.566279991079665,1.6068466256173364
1787,14,5.831630445193311,1.5585687951566687,14,3.697467245259188,0.9881896878984813,14,3.789711481794562,1.0128429971141888,4.439603057415687,1.186533826723113
1788,11,3.946194761506062,1.18982248850742,11,5.70553064990407,1.7202822177822177,11,5.797427993785161,1.7479903094989304,5.149717801731764,1.5526983385961894
1793,14,7.3260708093385976,1.9579747828421936,14,3.6840672579135085,0.9846083906388642,14,3.762679930663419,1.0056185111880602,4.924272665971841,1.3160672282230392
1798,14,7.0416614739776815,1.8819631906621481,14,5.3747178211217355,1.4364537598018345,14,4.692523341638683,1.2541296159893942,5.702967545579367,1.5241821888177922
1799,14,7.285979844137894,1.947260021693186,14,6.708359624317274,1.7928845243901994,14,6.668098804538813,1.7821243676957956,6.887479424331327,1.8407563045930602
1801,14,6.2425149078987365,1.6683822869418399,14,6.210397010562502,1.659798417812142,14,6.75217130543604,1.8045936886962717,6.40169440796576,1.710924797816751
1802,14,7.371927147119305,1.9702304046270211,14,6.600598251483866,1.764084086056555,14,6.17689047221887,1.650843418762237,6.71647195694068,1.7950526364819375
1803,14,6.868400337684346,1.8356572042012334,14,4.4970999244713985,1.201900510818496,14,5.4468259822659455,1.4557254765012575,5.604108748140564,1.497761063840329
1807,14,5.519888185920471,1.4752521717868243,14,5.274204563848639,1.409590461834364,14,5.341996124248747,1.427708518458078,5.378696291339286,1.4375170506930888
1808,14,7.312720381279327,1.9544067308590105,14,7.353240708241998,1.9652362437657516,14,7.351416599809861,1.9647487302807956,7.339125896443728,1.9614639016351856
1810,14,7.3953186846830254,1.9764820560065421,14,5.207862790000886,1.39185987696514,14,5.81579861300402,1.5543375600240097,6.139660029229311,1.6408931643318974
1811,14,6.572389340735387,1.7565449375369198,14,5.923295394682074,1.583067283396875,14,4.642367651771332,1.2407249440264716,5.712684129062931,1.5267790549867553
1812,14,7.372905554064559,1.9704918948823054,14,6.911199425334361,1.8470957415192952,14,6.865332803023766,1.8348373710782373,7.049812594140896,1.884141669159946
1813,14,5.357520851235631,1.4318576762729438,14,4.966306097335747,1.3273011352911974,14,4.737823071393026,1.2662364780218371,5.020550006654801,1.341798429861993
1814,10,6.252502076417485,1.9772147636411415,10,5.402647096626564,1.7084670219435736,10,5.09626730222945,1.6115812240086762,5.583805491757833,1.7657543365311306
1815,14,6.172014998829737,1.649540393689346,14,5.269310781648423,1.4082825435258852,14,6.588069522585416,1.760735642411571,6.009798434354525,1.6061861932089343
1820,14,7.3927382772246535,1.9757924131045776,14,5.687982310710935,1.520177216336506,14,6.1350254766846115,1.6396545280630928,6.405248688206733,1.711874719168059
1821,14,6.840596715422109,1.828226373585764,14,2.868113410529656,0.7665355520438351,14,2.500442060446242,0.668271250404924,4.069717395466002,1.087677725344841
1822,14,6.054844901041014,1.618225367839332,14,5.329388350792712,1.4243389492664675,14,4.994674719423012,1.334882968461584,5.459635990418913,1.4591490951891277
1826,14,6.671986108878339,1.783163293481269,14,5.291237471095142,1.4141426977784435,14,4.935274933539973,1.319007707917151,5.632832837837817,1.505437899725621
1827,14,6.4804913983428865,1.7319841793239037,11,5.638071118165439,1.6999424036631168,14,5.460023375937995,1.4592526283240566,5.85952863081544,1.6303930704370255
1828,0,,,0,,,0,,,,
1833,14,7.417707729651208,1.9824657799699719,14,5.487609086561822,1.4666252196044172,14,5.6517411196437655,1.5104913506035087,6.185685978618932,1.6531941167259658
1835,14,6.749372481931679,1.8038456716506026,14,6.948991885574889,1.8571962013781047,14,7.021872488343795,1.8766743617854484,6.906745618616788,1.8459054116047184
1841,14,6.212576526599813,1.660380917975042,14,4.932409012279142,1.318241758241758,14,6.073761799655317,1.6232811216561218,5.73958244617809,1.5339679326243072
1844,12,4.991081344493601,1.44080107889535,12,6.434114029280667,1.8573687334009705,12,5.271597181793249,1.5217790259838024,5.565597518522506,1.606649612760041
1847,14,6.8214575069205985,1.8231112049524294,14,5.728666442373524,1.5310505078907781,14,5.965483656587391,1.594342570667817,6.171869201960504,1.6495014278370081
1848,12,5.50561046850756,1.5893328430230307,12,4.494045609614733,1.297319221230761,12,4.523698680637875,1.3058793254995162,4.841118252920055,1.3975104632511026
1850,14,5.568932026314502,1.488359689478688,14,6.197079298965664,1.6562391096713398,14,6.8511015977933605,1.8310339214944487,6.2057043076911755,1.6585442402148256
1852,8,5.605395349370048,1.9818065313855486,8,5.505232815485286,1.9463937279201773,8,5.4663719130807085,1.9326543241135248,5.5256666926453475,1.9536181944730835
1853,14,5.380046839096428,1.4378779997639246,14,5.373730901665591,1.436189994482318,14,5.376019212779684,1.4368015713525524,5.376598984513901,1.436956521866265
1860,14,6.281310956764293,1.6787509671429437,14,5.809415744741966,1.5526316667253297,14,5.535770008248733,1.4794967673461081,5.875498903251664,1.570293133738127
1861,14,7.327247053541579,1.9582891473286748,14,4.516265947547882,1.207022845948439,14,4.529917276176256,1.210671316991413,5.457810092421906,1.4586611034228423
1866,14,6.2340230638318985,1.6661127461504102,14,5.276091305715991,1.4100947148090006,14,5.080002823951237,1.3576878636478307,5.530039064499708,1.4779651082024137
1867,14,5.95531759702529,1.5916255769638938,14,6.604716634058711,1.7651847700981784,14,4.697686001012624,1.2555093947452445,5.752573410698875,1.5374399139357724
1870,14,7.355419813469572,1.9658186341351307,14,7.043164913553007,1.8823650017901896,14,6.045765615973658,1.6157988268365533,6.8147834476654126,1.821327487587291
1871,14,7.042891927872339,1.8822920432981503,14,6.557570197157687,1.752584354820265,14,6.233205130678178,1.6658941443199455,6.611222418569401,1.7669235141461204
1873,0,,,0,,,0,,,,
1878,14,7.4499805015549,1.9910910410689089,14,7.1341980978391835,1.9066946436777559,14,7.098965512053515,1.8972783390448922,7.227714703815866,1.931688007930519
1879,14,7.099745841099476,1.897486890754816,14,7.315565425800306,1.9551671009909837,14,7.300926470413484,1.9512546755940008,7.2387459124377544,1.9346362224466
1882,14,6.05466731908886,1.6181779070662576,14,5.547583616988558,1.4826540870893814,14,5.617305155766562,1.501287952131236,5.73985203061466,1.534039982095625
1884,14,7.154751943288651,1.9121878899386566,14,5.8173848481582535,1.5547614992012952,14,4.535293718957885,1.2121082317663021,5.83581017013493,1.559685873635418
1885,14,7.333714622357268,1.9600176778025098,14,6.519692847669435,1.742461207355684,14,6.393291110893538,1.7086789222050704,6.748899526973414,1.8037192691210882
1887,11,5.386798445108788,1.624180842154157,11,5.713809789114431,1.7227784721774801,11,4.887295711651624,1.4735751013692193,5.329301315291615,1.6068448052336188
1888,14,6.48120164062681,1.7321739995587637,14,4.875234887579904,1.3029613306693837,14,4.155418246392209,1.1105822411963304,5.170618258199641,1.3819058571414926
1890,14,6.19231396710077,1.654965521159003,14,6.723940932781053,1.7970488042408495,14,6.570578778913271,1.7560610445357818,6.495611226265031,1.736025123311878
1893,14,7.342192010694244,1.9622833551376242,14,5.637764996044479,1.5067560744532418,14,5.415963857521784,1.4474772267140767,6.131973621420169,1.638838885434981
1897,13,6.439298009852966,1.785939934809084,13,1.979637291322456,0.5490525969756738,13,3.0305318827651284,0.840518315018315,3.8164890613135167,1.0585036156010241
1898,14,7.377261430598819,1.971656051854469,14,5.894181413590601,1.5752862446533533,14,5.781446546446886,1.5451565840536916,6.350963130212102,1.6973662935205045
1899,13,6.894143483495206,1.9120913715498378,13,6.578674234030896,1.8245959442593986,13,6.662588549859327,1.847869587987467,6.711802089128476,1.8615189679322344
1904,12,3.9868895714517523,1.1509158836534905,12,3.154350956714853,0.9105826869889371,12,4.178599267022906,1.2062577058256239,3.7732799317298373,1.0892520921560171
1905,14,7.20351132170971,1.925219381970347,14,3.9859785730884663,1.0652975836799368,14,4.614246109184399,1.2332091456301946,5.267912001327525,1.4079087037601594
1909,14,6.224343305991333,1.663525722048529,14,6.0111642344308684,1.6065512186335418,14,5.850885350059848,1.5637148849442049,6.028797630160683,1.611263941875425
190A,0,,,0,,,0,,,,
1911,13,7.020835642143105,1.9472294541809314,13,5.101467078490986,1.414892394737748,13,4.976488779053558,1.38022965112683,5.69959716656255,1.5807838333485031
1914,14,6.291263212572347,1.6814108193900343,14,6.740746730105693,1.8015403425051613,14,3.7472673828425322,1.0014993345164154,5.5930924418401915,1.4948168321372037
1921,14,6.664813111159726,1.7812462292027575,14,5.250260827862896,1.4031912292187911,14,5.1840654879803,1.3854997804729534,5.699713142334308,1.5233124129648339
1925,14,7.364335198463057,1.968201371000617,14,5.749600418660999,1.5366453483915339,14,5.591064780437137,1.4942749168324456,6.235000132520398,1.666373878741532
1926,14,7.434124680612905,1.9868533946724103,14,4.9870345784185295,1.33284105488834,14,7.189059859363983,1.921357066196377,6.536739706131805,1.7470171719190424
1928,14,7.42475222615521,1.9843485008542792,14,7.240244959899049,1.9350368597327912,14,7.157552169707322,1.9129362819289466,7.274183118587193,1.944107214172006
1929,14,5.7425712179190525,1.5347667154715894,14,7.128621165614812,1.9052041458454092,14,6.292900829277437,1.6818484908644131,6.3880310709371,1.7072731173938038
